municipio;year;Todas las edades
        24135 Reyero;2016;128
        24136 Reyero;2015;125
        24137 Reyero;2014;120
        24138 Reyero;2013;121
        24139 Reyero;2012;129
        24140 Reyero;2011;130
        24141 Reyero;2010;127
        24142 Reyero;2009;128
        24143 Reyero;2008;126
        24144 Reyero;2007;124
        24145 Reyero;2006;131
        24146 Reyero;2005;137
        24147 Reyero;2004;146
        24148 Reyero;2003;151
        24130 Riaño;2022;475
        24131 Riaño;2021;471
        24132 Riaño;2020;458
        24133 Riaño;2019;463
        24134 Riaño;2018;474
        24135 Riaño;2017;477
        24136 Riaño;2016;484
        24137 Riaño;2015;490
        24138 Riaño;2014;508
        24139 Riaño;2013;498
        24140 Riaño;2012;512
        24141 Riaño;2011;538
        24142 Riaño;2010;532
        24143 Riaño;2009;525
        24144 Riaño;2008;536
        24145 Riaño;2007;540
        24146 Riaño;2006;551
        24147 Riaño;2005;539
        24148 Riaño;2004;547
        24149 Riaño;2003;569
        24131 Riego de la Vega;2022;731
        24132 Riego de la Vega;2021;708
        24133 Riego de la Vega;2020;743
        24134 Riego de la Vega;2019;742
        24135 Riego de la Vega;2018;772
        24136 Riego de la Vega;2017;812
        24137 Riego de la Vega;2016;816
        24138 Riego de la Vega;2015;835
        24139 Riego de la Vega;2014;863
        24140 Riego de la Vega;2013;879
        24141 Riego de la Vega;2012;892
        24142 Riego de la Vega;2011;896
        24143 Riego de la Vega;2010;924
        24144 Riego de la Vega;2009;954
        24145 Riego de la Vega;2008;977
        24146 Riego de la Vega;2007;1001
        24147 Riego de la Vega;2006;998
        24148 Riego de la Vega;2005;1006
        24149 Riego de la Vega;2004;1014
        24150 Riego de la Vega;2003;1037
        24132 Riello;2022;614
        24133 Riello;2021;616
        24134 Riello;2020;622
        24135 Riello;2019;647
        24136 Riello;2018;622
        24137 Riello;2017;622
        24138 Riello;2016;648
        24139 Riello;2015;676
        24140 Riello;2014;686
        24141 Riello;2013;693
        24142 Riello;2012;700
        24143 Riello;2011;717
        24144 Riello;2010;733
        24145 Riello;2009;733
        24146 Riello;2008;761
        24147 Riello;2007;768
        24148 Riello;2006;798
        24149 Riello;2005;821
        24150 Riello;2004;864
        24151 Riello;2003;902
        24133 Rioseco de Tapia;2022;386
        24134 Rioseco de Tapia;2021;386
        24135 Rioseco de Tapia;2020;381
        24136 Rioseco de Tapia;2019;374
        24137 Rioseco de Tapia;2018;379
        24138 Rioseco de Tapia;2017;390
        24139 Rioseco de Tapia;2016;378
        24140 Rioseco de Tapia;2015;372
        24141 Rioseco de Tapia;2014;379
        24142 Rioseco de Tapia;2013;389
        24143 Rioseco de Tapia;2012;400
        24144 Rioseco de Tapia;2011;415
        24145 Rioseco de Tapia;2010;419
        24146 Rioseco de Tapia;2009;433
        24147 Rioseco de Tapia;2008;425
        24148 Rioseco de Tapia;2007;439
        24149 Rioseco de Tapia;2006;458
        24150 Rioseco de Tapia;2005;486
        24151 Rioseco de Tapia;2004;504
        24152 Rioseco de Tapia;2003;520
        24134 Robla, La;2022;3654
        24135 Robla, La;2021;3714
        24136 Robla, La;2020;3752
        24137 Robla, La;2019;3783
        24138 Robla, La;2018;3884
        24139 Robla, La;2017;4045
        24140 Robla, La;2016;4142
        24141 Robla, La;2015;4302
        24142 Robla, La;2014;4387
        24143 Robla, La;2013;4482
        24144 Robla, La;2012;4610
        24145 Robla, La;2011;4581
        24146 Robla, La;2010;4606
        24147 Robla, La;2009;4625
        24148 Robla, La;2008;4712
        24149 Robla, La;2007;4713
        24150 Robla, La;2006;4730
        24151 Robla, La;2005;4723
        24152 Robla, La;2004;4739
        24153 Robla, La;2003;4845
        24136 Roperuelos del Páramo;2022;511
        24137 Roperuelos del Páramo;2021;512
        24138 Roperuelos del Páramo;2020;522
        24139 Roperuelos del Páramo;2019;524
        24140 Roperuelos del Páramo;2018;550
        24141 Roperuelos del Páramo;2017;565
        24142 Roperuelos del Páramo;2016;582
        24143 Roperuelos del Páramo;2015;592
        24144 Roperuelos del Páramo;2014;616
        24145 Roperuelos del Páramo;2013;614
        24146 Roperuelos del Páramo;2012;624
        24147 Roperuelos del Páramo;2011;642
        24148 Roperuelos del Páramo;2010;664
        24149 Roperuelos del Páramo;2009;675
        24150 Roperuelos del Páramo;2008;679
        24151 Roperuelos del Páramo;2007;701
        24152 Roperuelos del Páramo;2006;729
        24153 Roperuelos del Páramo;2005;749
        24154 Roperuelos del Páramo;2004;737
        24155 Roperuelos del Páramo;2003;748
        24137 Sabero;2022;1088
        24138 Sabero;2021;1108
        24139 Sabero;2020;1123
        24140 Sabero;2019;1140
        24141 Sabero;2018;1161
        24142 Sabero;2017;1184
        24143 Sabero;2016;1212
        24144 Sabero;2015;1246
        24145 Sabero;2014;1275
        24146 Sabero;2013;1313
        24147 Sabero;2012;1353
        24148 Sabero;2011;1407
        24149 Sabero;2010;1406
        24150 Sabero;2009;1451
        24151 Sabero;2008;1487
        24152 Sabero;2007;1502
        24153 Sabero;2006;1517
        24154 Sabero;2005;1548
        24155 Sabero;2004;1615
        24156 Sabero;2003;1688
        24139 Sahagún;2022;2434
        24140 Sahagún;2021;2441
        24141 Sahagún;2020;2477
        24142 Sahagún;2019;2493
        24143 Sahagún;2018;2517
        24144 Sahagún;2017;2597
        24145 Sahagún;2016;2645
        24146 Sahagún;2015;2709
        24147 Sahagún;2014;2783
        24148 Sahagún;2013;2791
        24149 Sahagún;2012;2811
        24150 Sahagún;2011;2820
        24151 Sahagún;2010;2817
        24152 Sahagún;2009;2837
        24153 Sahagún;2008;2858
        24154 Sahagún;2007;2841
        24155 Sahagún;2006;2924
        24156 Sahagún;2005;2937
        24157 Sahagún;2004;2908
        24158 Sahagún;2003;2989
        24141 San Adrián del Valle;2022;100
        24142 San Adrián del Valle;2021;100
        24143 San Adrián del Valle;2020;100
        24144 San Adrián del Valle;2019;103
        24145 San Adrián del Valle;2018;106
        24146 San Adrián del Valle;2017;105
        24147 San Adrián del Valle;2016;109
        24148 San Adrián del Valle;2015;112
        24149 San Adrián del Valle;2014;107
        24150 San Adrián del Valle;2013;114
        24151 San Adrián del Valle;2012;123
        24152 San Adrián del Valle;2011;132
        24153 San Adrián del Valle;2010;133
        24154 San Adrián del Valle;2009;135
        24155 San Adrián del Valle;2008;137
        24156 San Adrián del Valle;2007;126
        24157 San Adrián del Valle;2006;129
        24158 San Adrián del Valle;2005;131
        24159 San Adrián del Valle;2004;135
        24160 San Adrián del Valle;2003;142
        24142 San Andrés del Rabanedo;2022;29888
        24143 San Andrés del Rabanedo;2021;30160
        24144 San Andrés del Rabanedo;2020;30549
        24145 San Andrés del Rabanedo;2019;30615
        24146 San Andrés del Rabanedo;2018;30820
        24147 San Andrés del Rabanedo;2017;31123
        24148 San Andrés del Rabanedo;2016;31470
        24149 San Andrés del Rabanedo;2015;31745
        24150 San Andrés del Rabanedo;2014;31741
        24151 San Andrés del Rabanedo;2013;31862
        24152 San Andrés del Rabanedo;2012;31742
        24153 San Andrés del Rabanedo;2011;31562
        24154 San Andrés del Rabanedo;2010;31306
        24155 San Andrés del Rabanedo;2009;30906
        24156 San Andrés del Rabanedo;2008;30217
        24157 San Andrés del Rabanedo;2007;28894
        24158 San Andrés del Rabanedo;2006;28413
        24159 San Andrés del Rabanedo;2005;27850
        24160 San Andrés del Rabanedo;2004;26968
        24161 San Andrés del Rabanedo;2003;26770
        24144 San Cristóbal de la Polantera;2022;653
        24145 San Cristóbal de la Polantera;2021;658
        24146 San Cristóbal de la Polantera;2020;667
        24147 San Cristóbal de la Polantera;2019;689
        24148 San Cristóbal de la Polantera;2018;716
        24149 San Cristóbal de la Polantera;2017;745
        24150 San Cristóbal de la Polantera;2016;767
        24151 San Cristóbal de la Polantera;2015;800
        24152 San Cristóbal de la Polantera;2014;808
        24153 San Cristóbal de la Polantera;2013;826
        24154 San Cristóbal de la Polantera;2012;825
        24155 San Cristóbal de la Polantera;2011;856
        24156 San Cristóbal de la Polantera;2010;866
        24157 San Cristóbal de la Polantera;2009;891
        24158 San Cristóbal de la Polantera;2008;894
        24159 San Cristóbal de la Polantera;2007;911
        24160 San Cristóbal de la Polantera;2006;930
        24161 San Cristóbal de la Polantera;2005;953
        24162 San Cristóbal de la Polantera;2004;970
        24163 San Cristóbal de la Polantera;2003;1006
        24145 San Emiliano;2022;626
        24146 San Emiliano;2021;630
        24147 San Emiliano;2020;627
        24148 San Emiliano;2019;646
        24149 San Emiliano;2018;665
        24150 San Emiliano;2017;678
        24151 San Emiliano;2016;687
        24152 San Emiliano;2015;694
        24153 San Emiliano;2014;691
        24154 San Emiliano;2013;703
        24155 San Emiliano;2012;699
        24156 San Emiliano;2011;706
        24157 San Emiliano;2010;656
        24158 San Emiliano;2009;682
        24159 San Emiliano;2008;711
        24160 San Emiliano;2007;721
        24161 San Emiliano;2006;731
        24162 San Emiliano;2005;752
        24163 San Emiliano;2004;786
        24164 San Emiliano;2003;815
        24146 San Esteban de Nogales;2022;251
        24147 San Esteban de Nogales;2021;252
        24148 San Esteban de Nogales;2020;257
        24149 San Esteban de Nogales;2019;256
        24150 San Esteban de Nogales;2018;261
        24151 San Esteban de Nogales;2017;265
        24152 San Esteban de Nogales;2016;272
        24153 San Esteban de Nogales;2015;281
        24154 San Esteban de Nogales;2014;285
        24155 San Esteban de Nogales;2013;284
        24156 San Esteban de Nogales;2012;289
        24157 San Esteban de Nogales;2011;298
        24158 San Esteban de Nogales;2010;301
        24159 San Esteban de Nogales;2009;305
        24160 San Esteban de Nogales;2008;309
        24161 San Esteban de Nogales;2007;321
        24162 San Esteban de Nogales;2006;330
        24163 San Esteban de Nogales;2005;334
        24164 San Esteban de Nogales;2004;350
        24165 San Esteban de Nogales;2003;350
        24148 San Justo de la Vega;2022;1765
        24149 San Justo de la Vega;2021;1780
        24150 San Justo de la Vega;2020;1807
        24151 San Justo de la Vega;2019;1843
        24152 San Justo de la Vega;2018;1875
        24153 San Justo de la Vega;2017;1912
        24154 San Justo de la Vega;2016;1908
        24155 San Justo de la Vega;2015;1949
        24156 San Justo de la Vega;2014;1986
        24157 San Justo de la Vega;2013;1991
        24158 San Justo de la Vega;2012;1997
        24159 San Justo de la Vega;2011;2026
        24160 San Justo de la Vega;2010;2054
        24161 San Justo de la Vega;2009;2079
        24162 San Justo de la Vega;2008;2072
        24163 San Justo de la Vega;2007;2058
        24164 San Justo de la Vega;2006;2043
        24165 San Justo de la Vega;2005;2113
        24166 San Justo de la Vega;2004;2112
        24167 San Justo de la Vega;2003;2144
        24149 San Millán de los Caballeros;2022;176
        24150 San Millán de los Caballeros;2021;173
        24151 San Millán de los Caballeros;2020;168
        24152 San Millán de los Caballeros;2019;167
        24153 San Millán de los Caballeros;2018;168
        24154 San Millán de los Caballeros;2017;176
        24155 San Millán de los Caballeros;2016;186
        24156 San Millán de los Caballeros;2015;190
        24157 San Millán de los Caballeros;2014;185
        24158 San Millán de los Caballeros;2013;190
        24159 San Millán de los Caballeros;2012;188
        24160 San Millán de los Caballeros;2011;187
        24161 San Millán de los Caballeros;2010;188
        24162 San Millán de los Caballeros;2009;188
        24163 San Millán de los Caballeros;2008;199
        24164 San Millán de los Caballeros;2007;201
        24165 San Millán de los Caballeros;2006;171
        24166 San Millán de los Caballeros;2005;174
        24167 San Millán de los Caballeros;2004;179
        24168 San Millán de los Caballeros;2003;184
        24150 San Pedro Bercianos;2022;231
        24151 San Pedro Bercianos;2021;230
        24152 San Pedro Bercianos;2020;231
        24153 San Pedro Bercianos;2019;238
        24154 San Pedro Bercianos;2018;237
        24155 San Pedro Bercianos;2017;244
        24156 San Pedro Bercianos;2016;253
        24157 San Pedro Bercianos;2015;263
        24158 San Pedro Bercianos;2014;262
        24159 San Pedro Bercianos;2013;265
        24160 San Pedro Bercianos;2012;271
        24161 San Pedro Bercianos;2011;282
        24162 San Pedro Bercianos;2010;292
        24163 San Pedro Bercianos;2009;303
        24164 San Pedro Bercianos;2008;315
        24165 San Pedro Bercianos;2007;312
        24166 San Pedro Bercianos;2006;326
        24167 San Pedro Bercianos;2005;338
        24168 San Pedro Bercianos;2004;346
        24169 San Pedro Bercianos;2003;357
        24143 Sancedo;2022;536
        24144 Sancedo;2021;536
        24145 Sancedo;2020;546
        24146 Sancedo;2019;556
        24147 Sancedo;2018;561
        24148 Sancedo;2017;563
        24149 Sancedo;2016;573
        24150 Sancedo;2015;569
        24151 Sancedo;2014;565
        24152 Sancedo;2013;571
        24153 Sancedo;2012;574
        24154 Sancedo;2011;560
        24155 Sancedo;2010;566
        24156 Sancedo;2009;591
        24157 Sancedo;2008;581
        24158 Sancedo;2007;576
        24159 Sancedo;2006;573
        24160 Sancedo;2005;564
        24161 Sancedo;2004;554
        24162 Sancedo;2003;554
        24151 Santa Colomba de Curueño;2022;495
        24152 Santa Colomba de Curueño;2021;478
        24153 Santa Colomba de Curueño;2020;473
        24154 Santa Colomba de Curueño;2019;479
        24155 Santa Colomba de Curueño;2018;490
        24156 Santa Colomba de Curueño;2017;508
        24157 Santa Colomba de Curueño;2016;529
        24158 Santa Colomba de Curueño;2015;547
        24159 Santa Colomba de Curueño;2014;537
        24160 Santa Colomba de Curueño;2013;540
        24161 Santa Colomba de Curueño;2012;555
        24162 Santa Colomba de Curueño;2011;568
        24163 Santa Colomba de Curueño;2010;564
        24164 Santa Colomba de Curueño;2009;570
        24165 Santa Colomba de Curueño;2008;595
        24166 Santa Colomba de Curueño;2007;590
        24167 Santa Colomba de Curueño;2006;642
        24168 Santa Colomba de Curueño;2005;633
        24169 Santa Colomba de Curueño;2004;601
        24170 Santa Colomba de Curueño;2003;623
        24152 Santa Colomba de Somoza;2022;529
        24153 Santa Colomba de Somoza;2021;518
        24154 Santa Colomba de Somoza;2020;501
        24155 Santa Colomba de Somoza;2019;511
        24156 Santa Colomba de Somoza;2018;504
        24157 Santa Colomba de Somoza;2017;498
        24158 Santa Colomba de Somoza;2016;522
        24159 Santa Colomba de Somoza;2015;567
        24160 Santa Colomba de Somoza;2014;518
        24161 Santa Colomba de Somoza;2013;501
        24162 Santa Colomba de Somoza;2012;505
        24163 Santa Colomba de Somoza;2011;505
        24164 Santa Colomba de Somoza;2010;463
        24165 Santa Colomba de Somoza;2009;464
        24166 Santa Colomba de Somoza;2008;470
        24167 Santa Colomba de Somoza;2007;503
        24168 Santa Colomba de Somoza;2006;471
        24169 Santa Colomba de Somoza;2005;495
        24170 Santa Colomba de Somoza;2004;498
        24171 Santa Colomba de Somoza;2003;486
        24153 Santa Cristina de Valmadrigal;2022;273
        24154 Santa Cristina de Valmadrigal;2021;262
        24155 Santa Cristina de Valmadrigal;2020;254
        24156 Santa Cristina de Valmadrigal;2019;267
        24157 Santa Cristina de Valmadrigal;2018;273
        24158 Santa Cristina de Valmadrigal;2017;272
        24159 Santa Cristina de Valmadrigal;2016;267
        24160 Santa Cristina de Valmadrigal;2015;271
        24161 Santa Cristina de Valmadrigal;2014;284
        24162 Santa Cristina de Valmadrigal;2013;300
        24163 Santa Cristina de Valmadrigal;2012;308
        24164 Santa Cristina de Valmadrigal;2011;308
        24165 Santa Cristina de Valmadrigal;2010;309
        24166 Santa Cristina de Valmadrigal;2009;325
        24167 Santa Cristina de Valmadrigal;2008;334
        24168 Santa Cristina de Valmadrigal;2007;327
        24169 Santa Cristina de Valmadrigal;2006;343
        24170 Santa Cristina de Valmadrigal;2005;325
        24171 Santa Cristina de Valmadrigal;2004;339
        24172 Santa Cristina de Valmadrigal;2003;353
        24154 Santa Elena de Jamuz;2022;1046
        24155 Santa Elena de Jamuz;2021;1029
        24156 Santa Elena de Jamuz;2020;1047
        24157 Santa Elena de Jamuz;2019;1066
        24158 Santa Elena de Jamuz;2018;1092
        24159 Santa Elena de Jamuz;2017;1109
        24160 Santa Elena de Jamuz;2016;1133
        24161 Santa Elena de Jamuz;2015;1135
        24162 Santa Elena de Jamuz;2014;1155
        24163 Santa Elena de Jamuz;2013;1173
        24164 Santa Elena de Jamuz;2012;1217
        24165 Santa Elena de Jamuz;2011;1227
        24166 Santa Elena de Jamuz;2010;1230
        24167 Santa Elena de Jamuz;2009;1235
        24168 Santa Elena de Jamuz;2008;1264
        24169 Santa Elena de Jamuz;2007;1291
        24170 Santa Elena de Jamuz;2006;1339
        24171 Santa Elena de Jamuz;2005;1350
        24172 Santa Elena de Jamuz;2004;1315
        24173 Santa Elena de Jamuz;2003;1337
        24155 Santa María de la Isla;2022;462
        24156 Santa María de la Isla;2021;468
        24157 Santa María de la Isla;2020;476
        24158 Santa María de la Isla;2019;475
        24159 Santa María de la Isla;2018;492
        24160 Santa María de la Isla;2017;498
        24161 Santa María de la Isla;2016;512
        24162 Santa María de la Isla;2015;522
        24163 Santa María de la Isla;2014;540
        24164 Santa María de la Isla;2013;558
        24165 Santa María de la Isla;2012;569
        24166 Santa María de la Isla;2011;568
        24167 Santa María de la Isla;2010;573
        24168 Santa María de la Isla;2009;587
        24169 Santa María de la Isla;2008;599
        24170 Santa María de la Isla;2007;612
        24171 Santa María de la Isla;2006;631
        24172 Santa María de la Isla;2005;640
        24173 Santa María de la Isla;2004;639
        24174 Santa María de la Isla;2003;657
        24158 Santa María de Ordás;2022;333
        24159 Santa María de Ordás;2021;332
        24160 Santa María de Ordás;2020;315
        24161 Santa María de Ordás;2019;318
        24162 Santa María de Ordás;2018;326
        24163 Santa María de Ordás;2017;329
        24164 Santa María de Ordás;2016;338
        24165 Santa María de Ordás;2015;340
        24166 Santa María de Ordás;2014;353
        24167 Santa María de Ordás;2013;346
        24168 Santa María de Ordás;2012;347
        24169 Santa María de Ordás;2011;351
        24170 Santa María de Ordás;2010;329
        24171 Santa María de Ordás;2009;328
        24172 Santa María de Ordás;2008;330
        24173 Santa María de Ordás;2007;339
        24174 Santa María de Ordás;2006;365
        24175 Santa María de Ordás;2005;368
        24176 Santa María de Ordás;2004;372
        24177 Santa María de Ordás;2003;380
        24156 Santa María del Monte de Cea;2022;215
        24157 Santa María del Monte de Cea;2021;217
        24158 Santa María del Monte de Cea;2020;225
        24159 Santa María del Monte de Cea;2019;227
        24160 Santa María del Monte de Cea;2018;233
        24161 Santa María del Monte de Cea;2017;237
        24162 Santa María del Monte de Cea;2016;249
        24163 Santa María del Monte de Cea;2015;256
        24164 Santa María del Monte de Cea;2014;260
        24165 Santa María del Monte de Cea;2013;263
        24166 Santa María del Monte de Cea;2012;269
        24167 Santa María del Monte de Cea;2011;276
        24168 Santa María del Monte de Cea;2010;279
        24169 Santa María del Monte de Cea;2009;284
        24170 Santa María del Monte de Cea;2008;298
        24171 Santa María del Monte de Cea;2007;306
        24172 Santa María del Monte de Cea;2006;317
        24173 Santa María del Monte de Cea;2005;333
        24174 Santa María del Monte de Cea;2004;331
        24175 Santa María del Monte de Cea;2003;342
        24157 Santa María del Páramo;2022;3065
        24158 Santa María del Páramo;2021;3109
        24159 Santa María del Páramo;2020;3101
        24160 Santa María del Páramo;2019;3089
        24161 Santa María del Páramo;2018;3096
        24162 Santa María del Páramo;2017;3104
        24163 Santa María del Páramo;2016;3141
        24164 Santa María del Páramo;2015;3128
        24165 Santa María del Páramo;2014;3157
        24166 Santa María del Páramo;2013;3175
        24167 Santa María del Páramo;2012;3183
        24168 Santa María del Páramo;2011;3174
        24169 Santa María del Páramo;2010;3179
        24170 Santa María del Páramo;2009;3179
        24171 Santa María del Páramo;2008;3165
        24172 Santa María del Páramo;2007;3132
        24173 Santa María del Páramo;2006;3156
        24174 Santa María del Páramo;2005;3158
        24175 Santa María del Páramo;2004;3147
        24176 Santa María del Páramo;2003;3185
        24159 Santa Marina del Rey;2022;1801
        24160 Santa Marina del Rey;2021;1848
        24161 Santa Marina del Rey;2020;1860
        24162 Santa Marina del Rey;2019;1916
        24163 Santa Marina del Rey;2018;1939
        24164 Santa Marina del Rey;2017;1959
        24165 Santa Marina del Rey;2016;1992
        24166 Santa Marina del Rey;2015;2029
        24167 Santa Marina del Rey;2014;2043
        24168 Santa Marina del Rey;2013;2077
        24169 Santa Marina del Rey;2012;2103
        24170 Santa Marina del Rey;2011;2127
        24171 Santa Marina del Rey;2010;2169
        24172 Santa Marina del Rey;2009;2181
        24173 Santa Marina del Rey;2008;2194
        24174 Santa Marina del Rey;2007;2237
        24175 Santa Marina del Rey;2006;2264
        24176 Santa Marina del Rey;2005;2295
        24177 Santa Marina del Rey;2004;2350
        24178 Santa Marina del Rey;2003;2429
        24160 Santas Martas;2022;753
        24161 Santas Martas;2021;728
        24162 Santas Martas;2020;729
        24163 Santas Martas;2019;743
        24164 Santas Martas;2018;757
        24165 Santas Martas;2017;768
        24166 Santas Martas;2016;770
        24167 Santas Martas;2015;809
        24168 Santas Martas;2014;834
        24169 Santas Martas;2013;852
        24170 Santas Martas;2012;857
        24171 Santas Martas;2011;878
        24172 Santas Martas;2010;898
        24173 Santas Martas;2009;896
        24174 Santas Martas;2008;925
        24175 Santas Martas;2007;929
        24176 Santas Martas;2006;920
        24177 Santas Martas;2005;921
        24178 Santas Martas;2004;952
        24179 Santas Martas;2003;939
        24161 Santiago Millas;2022;352
        24162 Santiago Millas;2021;343
        24163 Santiago Millas;2020;330
        24164 Santiago Millas;2019;338
        24165 Santiago Millas;2018;334
        24166 Santiago Millas;2017;338
        24167 Santiago Millas;2016;327
        24168 Santiago Millas;2015;330
        24169 Santiago Millas;2014;331
        24170 Santiago Millas;2013;322
        24171 Santiago Millas;2012;339
        24172 Santiago Millas;2011;373
        24173 Santiago Millas;2010;347
        24174 Santiago Millas;2009;347
        24175 Santiago Millas;2008;352
        24176 Santiago Millas;2007;358
        24177 Santiago Millas;2006;349
        24178 Santiago Millas;2005;339
        24179 Santiago Millas;2004;335
        24180 Santiago Millas;2003;329
        24162 Santovenia de la Valdoncina;2022;2084
        24163 Santovenia de la Valdoncina;2021;2079
        24164 Santovenia de la Valdoncina;2020;2100
        24165 Santovenia de la Valdoncina;2019;2126
        24166 Santovenia de la Valdoncina;2018;2108
        24167 Santovenia de la Valdoncina;2017;2069
        24168 Santovenia de la Valdoncina;2016;2014
        24169 Santovenia de la Valdoncina;2015;2006
        24170 Santovenia de la Valdoncina;2014;1996
        24171 Santovenia de la Valdoncina;2013;1978
        24172 Santovenia de la Valdoncina;2012;1987
        24173 Santovenia de la Valdoncina;2011;1977
        24174 Santovenia de la Valdoncina;2010;1969
        24175 Santovenia de la Valdoncina;2009;1972
        24176 Santovenia de la Valdoncina;2008;1933
        24177 Santovenia de la Valdoncina;2007;1899
        24178 Santovenia de la Valdoncina;2006;1888
        24179 Santovenia de la Valdoncina;2005;1845
        24180 Santovenia de la Valdoncina;2004;1774
        24181 Santovenia de la Valdoncina;2003;1771
        24163 Sariegos;2022;5306
        24164 Sariegos;2021;5170
        24165 Sariegos;2020;5084
        24166 Sariegos;2019;5050
        24167 Sariegos;2018;5040
        24168 Sariegos;2017;4950
        24169 Sariegos;2016;4904
        24170 Sariegos;2015;4826
        24171 Sariegos;2014;4819
        24172 Sariegos;2013;4778
        24173 Sariegos;2012;4671
        24174 Sariegos;2011;4568
        24175 Sariegos;2010;4416
        24176 Sariegos;2009;4230
        24177 Sariegos;2008;4066
        24178 Sariegos;2007;3880
        24179 Sariegos;2006;3742
        24180 Sariegos;2005;3570
        24181 Sariegos;2004;3451
        24182 Sariegos;2003;3318
        24164 Sena de Luna;2022;375
        24165 Sena de Luna;2021;367
        24166 Sena de Luna;2020;366
        24167 Sena de Luna;2019;383
        24168 Sena de Luna;2018;385
        24169 Sena de Luna;2017;389
        24170 Sena de Luna;2016;395
        24171 Sena de Luna;2015;402
        24172 Sena de Luna;2014;388
        24173 Sena de Luna;2013;398
        24174 Sena de Luna;2012;412
        24175 Sena de Luna;2011;418
        24176 Sena de Luna;2010;397
        24177 Sena de Luna;2009;400
        24178 Sena de Luna;2008;402
        24179 Sena de Luna;2007;430
        24180 Sena de Luna;2006;437
        24181 Sena de Luna;2005;440
        24182 Sena de Luna;2004;450
        24183 Sena de Luna;2003;467
        24165 Sobrado;2022;294
        24166 Sobrado;2021;292
        24167 Sobrado;2020;301
        24168 Sobrado;2019;312
        24169 Sobrado;2018;324
        24170 Sobrado;2017;333
        24171 Sobrado;2016;353
        24172 Sobrado;2015;363
        24173 Sobrado;2014;366
        24174 Sobrado;2013;368
        24175 Sobrado;2012;363
        24176 Sobrado;2011;376
        24177 Sobrado;2010;395
        24178 Sobrado;2009;420
        24179 Sobrado;2008;452
        24180 Sobrado;2007;446
        24181 Sobrado;2006;455
        24182 Sobrado;2005;470
        24183 Sobrado;2004;494
        24184 Sobrado;2003;501
        24166 Soto de la Vega;2022;1490
        24167 Soto de la Vega;2021;1518
        24168 Soto de la Vega;2020;1526
        24169 Soto de la Vega;2019;1529
        24170 Soto de la Vega;2018;1557
        24171 Soto de la Vega;2017;1578
        24172 Soto de la Vega;2016;1600
        24173 Soto de la Vega;2015;1641
        24174 Soto de la Vega;2014;1656
        24175 Soto de la Vega;2013;1682
        24176 Soto de la Vega;2012;1724
        24177 Soto de la Vega;2011;1769
        24178 Soto de la Vega;2010;1785
        24179 Soto de la Vega;2009;1810
        24180 Soto de la Vega;2008;1836
        24181 Soto de la Vega;2007;1888
        24182 Soto de la Vega;2006;1946
        24183 Soto de la Vega;2005;1942
        24184 Soto de la Vega;2004;1933
        24185 Soto de la Vega;2003;1943
        24167 Soto y Amío;2022;753
        24168 Soto y Amío;2021;770
        24169 Soto y Amío;2020;773
        24170 Soto y Amío;2019;783
        24171 Soto y Amío;2018;801
        24172 Soto y Amío;2017;823
        24173 Soto y Amío;2016;830
        24174 Soto y Amío;2015;853
        24175 Soto y Amío;2014;865
        24176 Soto y Amío;2013;897
        24177 Soto y Amío;2012;905
        24178 Soto y Amío;2011;917
        24179 Soto y Amío;2010;938
        24180 Soto y Amío;2009;958
        24181 Soto y Amío;2008;989
        24182 Soto y Amío;2007;1004
        24183 Soto y Amío;2006;1022
        24184 Soto y Amío;2005;1011
        24185 Soto y Amío;2004;1011
        24186 Soto y Amío;2003;1047
        24168 Toral de los Guzmanes;2022;513
        24169 Toral de los Guzmanes;2021;508
        24170 Toral de los Guzmanes;2020;501
        24171 Toral de los Guzmanes;2019;500
        24172 Toral de los Guzmanes;2018;508
        24173 Toral de los Guzmanes;2017;515
        24174 Toral de los Guzmanes;2016;519
        24175 Toral de los Guzmanes;2015;533
        24176 Toral de los Guzmanes;2014;541
        24177 Toral de los Guzmanes;2013;567
        24178 Toral de los Guzmanes;2012;580
        24179 Toral de los Guzmanes;2011;603
        24180 Toral de los Guzmanes;2010;603
        24181 Toral de los Guzmanes;2009;613
        24182 Toral de los Guzmanes;2008;644
        24183 Toral de los Guzmanes;2007;657
        24184 Toral de los Guzmanes;2006;663
        24185 Toral de los Guzmanes;2005;675
        24186 Toral de los Guzmanes;2004;655
        24187 Toral de los Guzmanes;2003;665
        24206 Toral de los Vados;2022;1792
        24207 Toral de los Vados;2021;1809
        24208 Toral de los Vados;2020;1812
        24209 Toral de los Vados;2019;1846
        24210 Toral de los Vados;2018;1887
        24211 Toral de los Vados;2017;1909
        24212 Toral de los Vados;2016;1941
        24213 Toral de los Vados;2015;2024
        24214 Toral de los Vados;2014;2068
        24215 Toral de los Vados;2013;2108
        24216 Toral de los Vados;2012;2130
        24217 Toral de los Vados;2011;2193
        24218 Toral de los Vados;2010;2216
        24219 Toral de los Vados;2009;2196
        24220 Toral de los Vados;2008;2190
        24221 Toral de los Vados;2007;2180
        24222 Toral de los Vados;2006;2198
        24223 Toral de los Vados;2005;2184
        24224 Toral de los Vados;2004;2169
        24225 Toral de los Vados;2003;2225
        24169 Toreno;2022;2980
        24170 Toreno;2021;3017
        24171 Toreno;2020;3012
        24172 Toreno;2019;3105
        24173 Toreno;2018;3157
        24174 Toreno;2017;3219
